Pitcher,Pitcher_hand,Pitcher_team,Team,Away/Home,Opponent,Date,Batter,Batter_hand,Batter_team,Player,Season,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,GB/FB,LD%,GB%,FB%,Opp_BB%,Opp_K%,Opp_BB/K,Opp_AVG,Opp_OBP,Opp_SLG,Opp_OPS,Opp_ISO,Opp_BABIP,Opp_wRC,Opp_wRAA,Opp_wOBA,Opp_wRC+,Opp_GB/FB,Opp_LD%,Opp_GB%,Opp_FB%,High_GB/FB,Low_GB/FB,Opp_High_GB/FB,Opp_Low_GB/FB
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Byron Buxton,R,MIN,,,13.92,3.91,3.57,1.02,38.1%,10.7%,27.4%,0.168,1.04,0.25,79.4%,2.79,2.55,1.16,12.8%,46.8%,40.4%,8.1%,27.5%,0.29,0.198,0.284,0.513,0.798,0.316,0.184,29,5.0,0.34,123,0.58,13.8%,31.5%,54.6%,0,0,0,1
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Max Kepler,L,MIN,,,12.09,4.63,2.61,0.4,30.3%,11.6%,18.7%,0.249,1.48,0.369,78.2%,2.68,3.4,1.18,24.8%,40.7%,34.5%,13.0%,16.5%,0.79,0.245,0.352,0.413,0.765,0.168,0.265,32,5.4,0.34,122,1.25,20.8%,44.0%,35.2%,0,0,0,0
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Jorge Polanco,L,MIN,,,12.09,4.63,2.61,0.4,30.3%,11.6%,18.7%,0.249,1.48,0.369,78.2%,2.68,3.4,1.18,24.8%,40.7%,34.5%,16.6%,24.6%,0.67,0.234,0.36,0.474,0.834,0.24,0.265,33,9.1,0.364,139,0.76,21.8%,33.9%,44.4%,0,0,0,0
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Alex Kirilloff,L,MIN,,,12.09,4.63,2.61,0.4,30.3%,11.6%,18.7%,0.249,1.48,0.369,78.2%,2.68,3.4,1.18,24.8%,40.7%,34.5%,2.1%,23.2%,0.09,0.303,0.319,0.472,0.791,0.169,0.364,13,2.1,0.338,121,1.64,15.9%,52.2%,31.9%,0,0,0,0
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Jose Miranda,R,MIN,,,13.92,3.91,3.57,1.02,38.1%,10.7%,27.4%,0.168,1.04,0.25,79.4%,2.79,2.55,1.16,12.8%,46.8%,40.4%,4.7%,22.0%,0.21,0.252,0.299,0.429,0.728,0.176,0.299,15,0.7,0.317,106,1.34,17.6%,47.3%,35.2%,0,0,0,0
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Nick Gordon,L,MIN,,,12.09,4.63,2.61,0.4,30.3%,11.6%,18.7%,0.249,1.48,0.369,78.2%,2.68,3.4,1.18,24.8%,40.7%,34.5%,3.6%,25.7%,0.14,0.285,0.319,0.456,0.775,0.171,0.369,23,3.3,0.335,119,1.24,26.1%,40.9%,33.0%,0,0,0,0
Dylan Cease,R,CWS,CWS,Away,MIN,2022-07-17,Gary Sanchez,R,MIN,,,13.92,3.91,3.57,1.02,38.1%,10.7%,27.4%,0.168,1.04,0.25,79.4%,2.79,2.55,1.16,12.8%,46.8%,40.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Tim Anderson,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,4.5%,14.7%,0.3,0.282,0.33,0.368,0.699,0.086,0.324,26,-0.2,0.309,102,2.7,22.2%,56.8%,21.0%,0,0,1,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Yoan Moncada,L,CWS,,,8.53,5.33,1.6,0.71,21.1%,13.2%,7.9%,0.196,1.34,0.239,96.4%,4.25,5.17,0.79,18.1%,36.1%,45.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Andrew Vaughn,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,6.6%,16.6%,0.39,0.273,0.332,0.429,0.761,0.156,0.299,30,3.9,0.332,117,1.43,20.5%,46.8%,32.7%,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Jose Abreu,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Gavin Sheets,L,CWS,,,8.53,5.33,1.6,0.71,21.1%,13.2%,7.9%,0.196,1.34,0.239,96.4%,4.25,5.17,0.79,18.1%,36.1%,45.8%,7.3%,19.7%,0.37,0.239,0.306,0.409,0.715,0.17,0.267,23,0.6,0.314,105,0.89,16.1%,39.4%,44.5%,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Josh Harrison,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,5.1%,15.8%,0.32,0.22,0.293,0.326,0.619,0.106,0.252,14,-4.0,0.278,80,1.2,17.1%,45.3%,37.6%,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Leury Garcia,L,CWS,,,8.53,5.33,1.6,0.71,21.1%,13.2%,7.9%,0.196,1.34,0.239,96.4%,4.25,5.17,0.79,18.1%,36.1%,45.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Seby Zavala,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,6.8%,30.5%,0.22,0.34,0.379,0.509,0.889,0.17,0.486,10,3.4,0.381,152,0.8,25.0%,33.3%,41.7%,0,0,0,0
Chris Archer,R,MIN,MIN,Home,CWS,2022-07-17,Adam Engel,R,CWS,,,5.75,3.75,1.53,1.5,15.5%,10.1%,5.4%,0.217,1.19,0.214,64.6%,5.33,4.86,1.1,20.4%,41.7%,38.0%,5.0%,26.4%,0.19,0.254,0.298,0.333,0.631,0.079,0.354,11,-2.9,0.28,81,1.44,25.6%,43.9%,30.5%,0,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Christopher Morel,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,8.1%,32.3%,0.25,0.204,0.262,0.37,0.633,0.167,0.265,5,-1.8,0.273,73,1.9,17.1%,54.3%,28.6%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Willson Contreras,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,8.3%,22.6%,0.37,0.296,0.405,0.704,1.109,0.408,0.311,20,10.3,0.464,202,1.05,17.3%,42.3%,40.4%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Ian Happ,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,7.5%,25.0%,0.3,0.347,0.413,0.528,0.94,0.181,0.46,16,6.3,0.408,164,2.15,21.2%,53.8%,25.0%,1,0,1,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Seiya Suzuki,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,13.1%,14.8%,0.89,0.245,0.344,0.509,0.854,0.264,0.244,9,2.3,0.356,129,1.12,18.2%,43.2%,38.6%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Nico Hoerner,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,2.5%,11.3%,0.22,0.321,0.338,0.487,0.825,0.167,0.353,12,2.8,0.355,128,1.25,21.7%,43.5%,34.8%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Frank Schwindel,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,6.0%,22.4%,0.27,0.254,0.299,0.429,0.727,0.175,0.289,8,0.3,0.317,102,1.24,20.8%,43.8%,35.4%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Patrick Wisdom,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,9.5%,32.6%,0.29,0.268,0.362,0.512,0.874,0.244,0.37,16,5.0,0.376,142,0.77,23.5%,33.3%,43.1%,1,0,0,0
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,David Bote,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,18.2%,45.5%,0.4,0.375,0.545,0.625,1.17,0.25,1.0,3,1.7,0.501,227,0.0,100.0%,0.0%,0.0%,1,0,0,1
David Peterson,L,NYM,NYM,Away,CHC,2022-07-17,Nelson Velazquez,R,CHC,,,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,0.237,1.36,0.318,78.5%,3.35,3.58,2.03,22.0%,52.3%,25.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Brandon Nimmo,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,9.6%,15.5%,0.62,0.271,0.352,0.427,0.779,0.156,0.299,31,5.6,0.342,127,1.84,20.9%,51.3%,27.8%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Starling Marte,R,NYM,,,9.2,1.84,5.0,1.23,25.0%,5.0%,20.0%,0.211,1.02,0.25,82.0%,3.45,3.51,1.0,14.3%,42.9%,42.9%,4.0%,15.7%,0.26,0.271,0.323,0.425,0.748,0.155,0.305,29,3.1,0.327,117,1.92,18.1%,53.8%,28.1%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Francisco Lindor,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,7.5%,19.9%,0.38,0.245,0.316,0.435,0.75,0.19,0.271,34,3.1,0.325,115,1.16,18.8%,43.5%,37.6%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Pete Alonso,R,NYM,,,9.2,1.84,5.0,1.23,25.0%,5.0%,20.0%,0.211,1.02,0.25,82.0%,3.45,3.51,1.0,14.3%,42.9%,42.9%,7.7%,20.8%,0.37,0.289,0.354,0.55,0.904,0.26,0.306,46,14.8,0.378,151,0.78,22.1%,34.2%,43.7%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Jeff McNeil,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,5.8%,18.3%,0.32,0.27,0.324,0.446,0.77,0.176,0.308,33,4.7,0.335,117,1.19,21.8%,42.5%,35.8%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Eduardo Escobar,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,8.5%,24.4%,0.35,0.199,0.265,0.327,0.592,0.128,0.243,18,-8.9,0.262,73,0.59,22.9%,28.7%,48.4%,0,0,0,1
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Mark Canha,R,NYM,,,9.2,1.84,5.0,1.23,25.0%,5.0%,20.0%,0.211,1.02,0.25,82.0%,3.45,3.51,1.0,14.3%,42.9%,42.9%,9.7%,18.9%,0.51,0.293,0.395,0.382,0.777,0.089,0.358,27,6.1,0.352,133,1.66,24.4%,47.2%,28.5%,0,0,0,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Luis Guillorme,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,10.6%,14.1%,0.75,0.344,0.414,0.432,0.846,0.088,0.398,24,7.2,0.374,148,3.47,26.2%,57.3%,16.5%,0,0,1,0
Adrian Sampson,R,CHC,CHC,Home,NYM,2022-07-17,Patrick Mazeika,L,NYM,,,5.11,1.46,3.5,0.73,14.0%,4.0%,10.0%,0.271,1.22,0.3,51.5%,3.51,3.79,1.64,29.3%,43.9%,26.8%,4.3%,13.0%,0.33,0.159,0.196,0.273,0.468,0.114,0.162,2,-3.8,0.207,35,1.0,26.3%,36.8%,36.8%,0,0,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Josh H. Smith,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,14.1%,15.5%,0.91,0.293,0.4,0.345,0.745,0.052,0.354,10,1.7,0.34,123,0.75,40.4%,25.5%,34.0%,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Marcus Semien,R,TEX,,,6.35,2.47,2.57,1.41,16.3%,6.3%,10.0%,0.293,1.45,0.321,72.1%,4.62,4.89,0.73,18.9%,34.3%,46.7%,6.1%,17.3%,0.35,0.23,0.278,0.375,0.653,0.145,0.251,26,-5.5,0.285,85,0.67,18.5%,32.7%,48.8%,0,1,0,1
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Corey Seager,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,9.2%,16.0%,0.57,0.239,0.313,0.436,0.749,0.197,0.238,32,1.9,0.319,109,0.82,25.8%,33.5%,40.7%,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Nathaniel Lowe,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,7.5%,24.7%,0.31,0.271,0.326,0.385,0.711,0.113,0.346,28,0.6,0.313,105,1.42,21.0%,46.3%,32.7%,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Adolis Garcia,R,TEX,,,6.35,2.47,2.57,1.41,16.3%,6.3%,10.0%,0.293,1.45,0.321,72.1%,4.62,4.89,0.73,18.9%,34.3%,46.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Leody Taveras,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,3.6%,21.8%,0.17,0.308,0.327,0.519,0.847,0.212,0.359,9,2.2,0.36,137,0.55,24.4%,26.8%,48.8%,0,1,0,1
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Kole Calhoun,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,6.2%,27.1%,0.23,0.232,0.284,0.406,0.69,0.174,0.286,24,-1.8,0.3,95,0.95,25.0%,36.5%,38.5%,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Brad Miller,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,7.0%,25.6%,0.27,0.22,0.273,0.346,0.619,0.126,0.264,15,-5.0,0.274,77,1.09,14.8%,44.3%,40.9%,0,1,0,0
Chris Flexen,R,SEA,SEA,Away,TEX,2022-07-17,Meibrys Viloria,L,TEX,,,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91,0.67,25.4%,29.8%,44.7%,27.3%,18.2%,1.5,0.25,0.455,0.25,0.705,0.0,0.333,2,0.3,0.349,130,5.0,0.0%,83.3%,16.7%,0,1,1,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Julio Rodriguez,R,SEA,,,7.67,4.33,1.77,1.0,18.5%,10.5%,8.1%,0.292,1.63,0.346,63.9%,4.74,4.79,1.48,20.2%,47.6%,32.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Ty France,R,SEA,,,7.67,4.33,1.77,1.0,18.5%,10.5%,8.1%,0.292,1.63,0.346,63.9%,4.74,4.79,1.48,20.2%,47.6%,32.1%,6.0%,14.7%,0.41,0.31,0.377,0.469,0.846,0.159,0.341,41,11.7,0.368,147,1.35,22.1%,44.7%,33.2%,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Jesse Winker,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,14.9%,17.4%,0.86,0.218,0.336,0.302,0.638,0.084,0.258,25,-3.3,0.293,94,0.82,23.5%,34.6%,42.0%,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Carlos Santana,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,15.2%,17.8%,0.85,0.198,0.319,0.358,0.677,0.16,0.213,21,-1.2,0.302,95,0.68,14.8%,34.4%,50.8%,0,0,0,1
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Eugenio Suarez,R,SEA,,,7.67,4.33,1.77,1.0,18.5%,10.5%,8.1%,0.292,1.63,0.346,63.9%,4.74,4.79,1.48,20.2%,47.6%,32.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,J.P. Crawford,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,9.9%,12.8%,0.77,0.296,0.383,0.394,0.777,0.099,0.339,35,7.4,0.348,133,1.34,27.6%,41.4%,30.9%,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Cal Raleigh,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,6.2%,29.7%,0.21,0.179,0.234,0.433,0.667,0.254,0.181,14,-2.8,0.286,89,0.69,17.4%,33.7%,48.9%,0,0,0,1
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Adam Frazier,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,8.3%,12.1%,0.69,0.224,0.288,0.282,0.57,0.058,0.254,19,-11.3,0.257,69,1.08,27.3%,37.8%,34.9%,0,0,0,0
Glenn Otto,R,TEX,TEX,Home,SEA,2022-07-17,Sam Haggerty,L,SEA,,,6.28,6.28,1.0,0.94,16.4%,16.4%,0.0%,0.204,1.4,0.218,67.9%,5.27,5.32,1.15,25.6%,39.7%,34.6%,3.0%,24.2%,0.13,0.167,0.242,0.3,0.542,0.133,0.19,2,-1.7,0.246,61,1.67,20.0%,50.0%,30.0%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Charlie Blackmon,L,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9%,19.6%,0.4,0.259,0.321,0.486,0.807,0.227,0.274,35,7.0,0.347,110,1.13,22.4%,41.2%,36.5%,0,0,0,0
