Pitcher,Pitcher_hand,Pitcher_team,Team,Away/Home,Opponent,Date,Batter,Batter_hand,Batter_team,Player,Season,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,GB/FB,LD%,GB%,FB%,Opp_BB%,Opp_K%,Opp_BB/K,Opp_AVG,Opp_OBP,Opp_SLG,Opp_OPS,Opp_ISO,Opp_BABIP,Opp_wRC,Opp_wRAA,Opp_wOBA,Opp_wRC+,Opp_GB/FB,Opp_LD%,Opp_GB%,Opp_FB%,High_GB/FB,Low_GB/FB,Opp_High_GB/FB,Opp_Low_GB/FB
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Jose Iglesias,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Kris Bryant,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9%,22.0%,0.4,0.282,0.364,0.427,0.792,0.146,0.347,34,6.8,0.347,125,0.98,26.9%,36.3%,36.9%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,C.J. Cron,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9%,23.7%,0.25,0.313,0.365,0.578,0.943,0.265,0.367,48,18.5,0.402,148,0.84,20.9%,36.0%,43.0%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Brendan Rodgers,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9%,19.5%,0.3,0.22,0.267,0.351,0.618,0.132,0.256,19,-7.0,0.271,58,1.45,16.5%,49.4%,34.1%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Ryan McMahon,L,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3%,27.4%,0.38,0.249,0.329,0.411,0.741,0.163,0.331,30,3.0,0.326,96,1.29,24.1%,42.8%,33.1%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Randal Grichuk,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2%,26.8%,0.16,0.213,0.258,0.32,0.578,0.107,0.268,14,-8.1,0.256,49,1.67,10.2%,56.3%,33.6%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Sam Hilliard,L,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2%,26.9%,0.38,0.177,0.259,0.281,0.541,0.104,0.239,7,-5.6,0.245,41,1.23,14.7%,47.1%,38.2%,0,0,0,0
Bryse Wilson,R,PIT,PIT,Away,COL,2022-07-17,Elias Diaz,R,COL,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Kevin Newman,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,3.3%,6.7%,0.5,0.345,0.367,0.448,0.815,0.103,0.37,5,1.1,0.356,130,1.71,29.6%,44.4%,25.9%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Ke'Bryan Hayes,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,8.4%,11.2%,0.75,0.33,0.393,0.495,0.887,0.165,0.354,19,6.6,0.387,152,1.62,20.0%,49.4%,30.6%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Michael Chavis,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,6.5%,31.5%,0.21,0.26,0.306,0.49,0.796,0.23,0.328,15,2.3,0.337,118,1.04,16.7%,42.4%,40.9%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Daniel Vogelbach,L,PIT,,,6.2,1.77,3.5,0.44,17.7%,5.1%,12.7%,0.216,0.98,0.254,71.4%,3.11,4.3,0.92,20.0%,38.3%,41.7%,13.0%,24.6%,0.53,0.133,0.246,0.15,0.396,0.017,0.186,2,-6.2,0.198,24,1.57,16.3%,51.2%,32.6%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Diego Castillo,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,3.5%,27.4%,0.13,0.262,0.292,0.551,0.843,0.29,0.29,17,4.0,0.354,129,0.91,18.2%,39.0%,42.9%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Ben Gamel,L,PIT,,,6.2,1.77,3.5,0.44,17.7%,5.1%,12.7%,0.216,0.98,0.254,71.4%,3.11,4.3,0.92,20.0%,38.3%,41.7%,12.8%,27.7%,0.46,0.244,0.34,0.317,0.657,0.073,0.357,5,-0.4,0.3,93,1.29,40.7%,33.3%,25.9%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Jake Marisnick,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,6.5%,19.4%,0.33,0.103,0.161,0.276,0.437,0.172,0.091,1,-2.9,0.193,20,0.5,10.0%,30.0%,60.0%,0,0,0,1
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Oneil Cruz,L,PIT,,,6.2,1.77,3.5,0.44,17.7%,5.1%,12.7%,0.216,0.98,0.254,71.4%,3.11,4.3,0.92,20.0%,38.3%,41.7%,3.0%,57.6%,0.05,0.194,0.212,0.387,0.599,0.194,0.417,2,-1.6,0.251,59,0.8,30.8%,30.8%,38.5%,0,0,0,0
Austin Gomber,L,COL,COL,Home,PIT,2022-07-17,Jason Delay,R,PIT,,,6.79,2.83,2.4,1.84,17.1%,7.1%,10.0%,0.314,1.57,0.338,59.2%,5.25,4.25,1.28,22.1%,43.8%,34.1%,6.3%,12.5%,0.5,0.267,0.313,0.4,0.713,0.133,0.308,2,0.0,0.311,100,1.5,23.1%,46.2%,30.8%,0,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Austin Slater,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,13.1%,28.3%,0.46,0.301,0.404,0.482,0.886,0.181,0.415,17,6.0,0.386,154,1.65,18.2%,50.9%,30.9%,1,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Yermin Mercedes,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Wilmer Flores,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,10.4%,18.8%,0.56,0.225,0.333,0.4,0.733,0.175,0.246,12,0.8,0.321,109,0.51,12.5%,29.7%,57.8%,1,0,0,1
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Evan Longoria,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,8.5%,28.8%,0.29,0.283,0.339,0.491,0.83,0.208,0.353,9,1.9,0.351,129,0.63,16.2%,32.4%,51.4%,1,0,0,1
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Joc Pederson,L,SF,,,14.21,4.97,2.86,1.42,32.3%,11.3%,21.0%,0.302,1.82,0.438,56.6%,3.9,3.14,1.18,27.3%,39.4%,33.3%,2.9%,29.4%,0.1,0.219,0.235,0.438,0.673,0.219,0.238,3,-0.7,0.283,84,1.2,4.3%,52.2%,43.5%,0,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Thairo Estrada,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,6.3%,12.5%,0.5,0.26,0.313,0.534,0.847,0.274,0.237,12,3.1,0.359,135,1.43,20.3%,46.9%,32.8%,1,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Mike Yastrzemski,L,SF,,,14.21,4.97,2.86,1.42,32.3%,11.3%,21.0%,0.302,1.82,0.438,56.6%,3.9,3.14,1.18,27.3%,39.4%,33.3%,4.2%,28.2%,0.15,0.185,0.239,0.385,0.624,0.2,0.209,6,-2.3,0.27,74,0.95,6.5%,45.7%,47.8%,0,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,Joey Bart,R,SF,,,9.88,3.88,2.55,1.24,25.7%,10.1%,15.6%,0.236,1.33,0.295,76.0%,4.05,3.08,3.18,14.6%,65.0%,20.4%,13.8%,48.3%,0.29,0.12,0.241,0.36,0.601,0.24,0.111,2,-1.0,0.268,73,1.0,27.3%,36.4%,36.4%,1,0,0,0
Aaron Ashby,L,MIL,MIL,Away,SF,2022-07-17,LaMonte Wade Jr.,L,SF,,,14.21,4.97,2.86,1.42,32.3%,11.3%,21.0%,0.302,1.82,0.438,56.6%,3.9,3.14,1.18,27.3%,39.4%,33.3%,0.0%,8.3%,0.0,0.091,0.083,0.091,0.174,0.0,0.091,-1,-2.3,0.074,-58,0.8,18.2%,36.4%,45.5%,0,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Christian Yelich,L,MIL,,,7.15,2.78,2.57,0.6,18.3%,7.1%,11.2%,0.267,1.37,0.317,76.9%,3.44,3.63,2.59,19.6%,58.0%,22.4%,13.4%,24.9%,0.54,0.24,0.349,0.389,0.738,0.149,0.309,34,3.6,0.328,109,1.57,19.2%,49.4%,31.4%,1,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Willy Adames,R,MIL,,,8.14,1.63,5.0,0.54,23.6%,4.7%,18.9%,0.208,0.93,0.261,73.6%,2.72,3.03,2.0,17.9%,54.7%,27.4%,8.8%,27.3%,0.32,0.214,0.287,0.474,0.762,0.26,0.228,28,3.1,0.328,110,0.76,19.0%,35.0%,46.0%,0,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Rowdy Tellez,L,MIL,,,7.15,2.78,2.57,0.6,18.3%,7.1%,11.2%,0.267,1.37,0.317,76.9%,3.44,3.63,2.59,19.6%,58.0%,22.4%,8.3%,17.9%,0.47,0.233,0.306,0.498,0.803,0.264,0.226,35,5.9,0.339,117,0.89,15.3%,39.9%,44.8%,1,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Andrew McCutchen,R,MIL,,,8.14,1.63,5.0,0.54,23.6%,4.7%,18.9%,0.208,0.93,0.261,73.6%,2.72,3.03,2.0,17.9%,54.7%,27.4%,8.3%,18.3%,0.45,0.274,0.339,0.394,0.733,0.12,0.317,29,2.7,0.325,107,1.23,17.4%,45.5%,37.1%,0,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Kolten Wong,L,MIL,,,7.15,2.78,2.57,0.6,18.3%,7.1%,11.2%,0.267,1.37,0.317,76.9%,3.44,3.63,2.59,19.6%,58.0%,22.4%,8.6%,18.7%,0.46,0.266,0.343,0.48,0.823,0.214,0.301,30,7.0,0.354,127,1.08,26.5%,38.2%,35.3%,1,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Jace Peterson,L,MIL,,,7.15,2.78,2.57,0.6,18.3%,7.1%,11.2%,0.267,1.37,0.317,76.9%,3.44,3.63,2.59,19.6%,58.0%,22.4%,8.8%,27.0%,0.33,0.247,0.315,0.434,0.749,0.187,0.311,26,2.2,0.324,107,1.15,20.5%,42.5%,37.0%,1,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Hunter Renfroe,R,MIL,,,8.14,1.63,5.0,0.54,23.6%,4.7%,18.9%,0.208,0.93,0.261,73.6%,2.72,3.03,2.0,17.9%,54.7%,27.4%,6.8%,24.2%,0.28,0.242,0.292,0.45,0.742,0.208,0.272,20,1.3,0.32,104,0.69,18.0%,33.3%,48.6%,0,0,0,1
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Omar Narvaez,L,MIL,,,7.15,2.78,2.57,0.6,18.3%,7.1%,11.2%,0.267,1.37,0.317,76.9%,3.44,3.63,2.59,19.6%,58.0%,22.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
Logan Webb,R,SF,SF,Home,MIL,2022-07-17,Jonathan Davis,R,MIL,,,8.14,1.63,5.0,0.54,23.6%,4.7%,18.9%,0.208,0.93,0.261,73.6%,2.72,3.03,2.0,17.9%,54.7%,27.4%,10.5%,21.1%,0.5,0.206,0.289,0.206,0.495,0.0,0.269,2,-2.3,0.236,47,3.2,19.2%,61.5%,19.2%,0,0,1,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Jurickson Profar,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,12.3%,16.0%,0.77,0.248,0.346,0.414,0.76,0.167,0.277,33,5.0,0.336,120,0.97,22.8%,38.0%,39.2%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Jake Cronenworth,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,10.8%,17.3%,0.62,0.23,0.327,0.387,0.714,0.158,0.264,31,1.1,0.315,106,0.59,20.1%,29.6%,50.3%,0,0,0,1
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Manny Machado,R,SD,,,7.21,2.76,2.61,0.46,19.7%,7.5%,12.1%,0.242,1.21,0.294,67.8%,3.14,4.0,1.35,18.5%,46.8%,34.7%,9.7%,21.9%,0.44,0.319,0.388,0.502,0.891,0.183,0.396,41,13.6,0.382,151,1.11,17.4%,43.5%,39.1%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Nomar Mazara,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,5.6%,17.8%,0.31,0.298,0.344,0.429,0.773,0.131,0.348,12,2.1,0.339,122,0.82,25.0%,33.8%,41.2%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Luke Voit,R,SD,,,7.21,2.76,2.61,0.46,19.7%,7.5%,12.1%,0.242,1.21,0.294,67.8%,3.14,4.0,1.35,18.5%,46.8%,34.7%,10.3%,31.3%,0.33,0.238,0.313,0.471,0.784,0.233,0.298,27,4.1,0.337,120,0.91,22.8%,36.8%,40.4%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Eric Hosmer,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,9.6%,16.6%,0.58,0.243,0.314,0.354,0.669,0.112,0.279,23,-3.8,0.289,88,2.56,17.8%,59.2%,23.1%,0,0,1,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Austin Nola,R,SD,,,7.21,2.76,2.61,0.46,19.7%,7.5%,12.1%,0.242,1.21,0.294,67.8%,3.14,4.0,1.35,18.5%,46.8%,34.7%,8.9%,17.0%,0.52,0.233,0.311,0.293,0.604,0.06,0.271,12,-3.9,0.274,78,1.42,22.7%,45.4%,32.0%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,Trent Grisham,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,13.5%,25.2%,0.53,0.191,0.307,0.325,0.632,0.134,0.242,22,-4.2,0.287,87,0.96,16.4%,41.0%,42.5%,0,0,0,0
Merrill Kelly,R,ARI,ARI,Away,SD,2022-07-17,C.J. Abrams,L,SD,,,7.29,3.55,2.06,0.59,19.5%,9.5%,10.0%,0.222,1.23,0.265,79.2%,3.53,4.4,1.0,20.9%,39.6%,39.6%,4.2%,16.8%,0.25,0.274,0.323,0.393,0.715,0.119,0.309,11,0.2,0.313,105,1.42,14.7%,50.0%,35.3%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Josh Rojas,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,7.7%,17.3%,0.45,0.287,0.337,0.453,0.791,0.167,0.325,23,3.8,0.339,116,0.88,19.0%,38.0%,43.0%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Alek Thomas,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,7.2%,20.4%,0.35,0.261,0.322,0.471,0.793,0.21,0.294,22,3.9,0.343,119,2.0,16.7%,55.6%,27.8%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Ketel Marte,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,14.5%,18.8%,0.77,0.246,0.357,0.417,0.775,0.171,0.291,33,5.5,0.34,117,1.29,14.2%,48.4%,37.4%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Christian Walker,R,ARI,,,9.16,2.41,3.8,0.0,25.0%,6.6%,18.4%,0.186,0.96,0.255,73.7%,2.04,3.4,1.53,14.0%,52.0%,34.0%,12.3%,21.6%,0.57,0.179,0.291,0.419,0.71,0.24,0.159,31,0.3,0.311,98,0.85,12.1%,40.5%,47.4%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,David Peralta,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,7.6%,23.7%,0.32,0.256,0.314,0.479,0.793,0.223,0.298,32,4.6,0.334,113,0.65,23.0%,30.4%,46.6%,0,0,0,1
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Daulton Varsho,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,8.4%,23.2%,0.36,0.243,0.317,0.459,0.777,0.216,0.273,34,5.3,0.337,115,0.9,18.2%,38.8%,43.0%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Sergio Alcantara,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Geraldo Perdomo,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,12.9%,21.9%,0.59,0.18,0.295,0.267,0.562,0.087,0.23,16,-7.6,0.262,64,1.39,19.7%,46.7%,33.6%,0,0,0,0
Mike Clevinger,R,SD,SD,Home,ARI,2022-07-17,Jose Herrera,L,ARI,,,8.72,3.32,2.63,2.08,22.3%,8.5%,13.8%,0.25,1.34,0.271,73.9%,5.42,4.34,0.79,20.6%,34.9%,44.4%,8.3%,27.4%,0.3,0.173,0.244,0.2,0.444,0.027,0.25,3,-6.8,0.208,28,2.58,15.7%,60.8%,23.5%,0,0,1,0
Tyler Alexander,L,DET,DET,Away,CLE,2022-07-17,TBD,TBD,CLE,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Shane Bieber,R,CLE,CLE,Home,DET,2022-07-17,TBD,TBD,DET,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Graham Ashcraft,R,CIN,CIN,Away,STL,2022-07-17,TBD,TBD,STL,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
TBD,TBD,STL,STL,Home,CIN,2022-07-17,TBD,TBD,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
