Player,Player_url,Team,Team_abbr,Player_pos,Player_hand
Devin Williams,https://www.fangraphs.com/players/devin-williams/15816/,brewers, MIL,RP,R
Brad Boxberger,https://www.fangraphs.com/players/brad-boxberger/10133/,brewers, MIL,RP,R
Trevor Gott,https://www.fangraphs.com/players/trevor-gott/15046/,brewers, MIL,RP,R
Brent Suter,https://www.fangraphs.com/players/brent-suter/13942/,brewers, MIL,RP,L
Hoby Milner,https://www.fangraphs.com/players/hoby-milner/13346/,brewers, MIL,RP,L
Connor Sadzeck,https://www.fangraphs.com/players/connor-sadzeck/13483/,brewers, MIL,RP,R
Jandel Gustave,https://www.fangraphs.com/players/jandel-gustave/14665/,brewers, MIL,RP,R
Alex Jackson,https://www.fangraphs.com/players/alex-jackson/17276/,brewers, MIL,C,R
Tyrone Taylor,https://www.fangraphs.com/players/tyrone-taylor/13675/,brewers, MIL,OF,R
Adrian Houser,https://www.fangraphs.com/players/adrian-houser/12718/,brewers, MIL,SP,R
Freddy Peralta,https://www.fangraphs.com/players/freddy-peralta/18679/,brewers, MIL,SP,R
Jake Cousins,https://www.fangraphs.com/players/jake-cousins/21620/,brewers, MIL,RP,R
Luis Perdomo,https://www.fangraphs.com/players/luis-perdomo/14682/,brewers, MIL,RP,R
Miguel Sánchez,https://www.fangraphs.com/players/miguel-sanchez/20074/,brewers, MIL,RP,R
Justin Topa,https://www.fangraphs.com/players/justin-topa/15145/,brewers, MIL,RP,R
Brandon Nimmo,https://www.fangraphs.com/players/brandon-nimmo/12927/,mets, NYM,CF,L
Starling Marte,https://www.fangraphs.com/players/starling-marte/9241/,mets, NYM,RF,R
Francisco Lindor,https://www.fangraphs.com/players/francisco-lindor/12916/,mets, NYM,SS,S
Pete Alonso,https://www.fangraphs.com/players/pete-alonso/19251/,mets, NYM,1B,R
Jeff McNeil,https://www.fangraphs.com/players/jeff-mcneil/15362/,mets, NYM,DH,L
Mark Canha,https://www.fangraphs.com/players/mark-canha/11445/,mets, NYM,LF,R
Luis Guillorme,https://www.fangraphs.com/players/luis-guillorme/16451/,mets, NYM,2B,L
Eduardo Escobar,https://www.fangraphs.com/players/eduardo-escobar/6153/,mets, NYM,3B,S
Tomás Nido,https://www.fangraphs.com/players/tomas-nido/13755/,mets, NYM,C,R
Patrick Mazeika,https://www.fangraphs.com/players/patrick-mazeika/18142/,mets, NYM,C,L
Dominic Smith,https://www.fangraphs.com/players/dominic-smith/15653/,mets, NYM,1B/OF,L
J.D. Davis,https://www.fangraphs.com/players/jd-davis/16219/,mets, NYM,3B/1B,R
Travis Jankowski,https://www.fangraphs.com/players/travis-jankowski/13768/,mets, NYM,OF,L
Max Scherzer,https://www.fangraphs.com/players/max-scherzer/3137/,mets, NYM,SP,R
David Peterson,https://www.fangraphs.com/players/david-peterson/20302/,mets, NYM,SP,L
Chris Bassitt,https://www.fangraphs.com/players/chris-bassitt/12304/,mets, NYM,SP,R
Carlos Carrasco,https://www.fangraphs.com/players/carlos-carrasco/6632/,mets, NYM,SP,R
Taijuan Walker,https://www.fangraphs.com/players/taijuan-walker/11836/,mets, NYM,SP,R
Edwin Díaz,https://www.fangraphs.com/players/edwin-diaz/14710/,mets, NYM,RP,R
Seth Lugo,https://www.fangraphs.com/players/seth-lugo/12447/,mets, NYM,RP,R
Adam Ottavino,https://www.fangraphs.com/players/adam-ottavino/1247/,mets, NYM,RP,R
Drew Smith,https://www.fangraphs.com/players/drew-smith/17755/,mets, NYM,RP,R
Joely Rodríguez,https://www.fangraphs.com/players/joely-rodriguez/11487/,mets, NYM,RP,L
Tommy Hunter,https://www.fangraphs.com/players/tommy-hunter/1157/,mets, NYM,RP,R
Colin Holderman,https://www.fangraphs.com/players/colin-holderman/22361/,mets, NYM,RP,R
Trevor Williams,https://www.fangraphs.com/players/trevor-williams/16977/,mets, NYM,RP,R
James McCann,https://www.fangraphs.com/players/james-mccann/12859/,mets, NYM,C,R
Jacob deGrom,https://www.fangraphs.com/players/jacob-degrom/10954/,mets, NYM,SP,R
Joey Lucchesi,https://www.fangraphs.com/players/joey-lucchesi/19320/,mets, NYM,SP,L
Tylor Megill,https://www.fangraphs.com/players/tylor-megill/21318/,mets, NYM,SP,R
John Curtiss,https://www.fangraphs.com/players/john-curtiss/16128/,mets, NYM,RP,R
Trevor May,https://www.fangraphs.com/players/trevor-may/6398/,mets, NYM,RP,R
Sean Reid-Foley,https://www.fangraphs.com/players/sean-reid-foley/17034/,mets, NYM,RP,R
Kyle Schwarber,https://www.fangraphs.com/players/kyle-schwarber/16478/,phillies, PHI,LF,L
Rhys Hoskins,https://www.fangraphs.com/players/rhys-hoskins/16472/,phillies, PHI,1B,R
Nick Castellanos,https://www.fangraphs.com/players/nick-castellanos/11737/,phillies, PHI,RF,R
Darick Hall,https://www.fangraphs.com/players/darick-hall/19717/,phillies, PHI,DH,L
J.T. Realmuto,https://www.fangraphs.com/players/jt-realmuto/11739/,phillies, PHI,C,R
Didi Gregorius,https://www.fangraphs.com/players/didi-gregorius/6012/,phillies, PHI,SS,L
Alec Bohm,https://www.fangraphs.com/players/alec-bohm/21618/,phillies, PHI,3B,R
Bryson Stott,https://www.fangraphs.com/players/bryson-stott/26294/,phillies, PHI,2B,L
Matt Vierling,https://www.fangraphs.com/players/matt-vierling/21558/,phillies, PHI,CF,R
Garrett Stubbs,https://www.fangraphs.com/players/garrett-stubbs/18067/,phillies, PHI,C,L
Yairo Muñoz,https://www.fangraphs.com/players/yairo-munoz/16313/,phillies, PHI,INF/OF,R
Odúbel Herrera,https://www.fangraphs.com/players/odubel-herrera/11476/,phillies, PHI,OF,L
Mickey Moniak,https://www.fangraphs.com/players/mickey-moniak/19956/,phillies, PHI,OF,L
Aaron Nola,https://www.fangraphs.com/players/aaron-nola/16149/,phillies, PHI,SP,R
Zack Wheeler,https://www.fangraphs.com/players/zack-wheeler/10310/,phillies, PHI,SP,R
Cristopher Sánchez,https://www.fangraphs.com/players/cristopher-sanchez/20778/,phillies, PHI,SP,L
Kyle Gibson,https://www.fangraphs.com/players/kyle-gibson/10123/,phillies, PHI,SP,R
Seranthony Domínguez,https://www.fangraphs.com/players/seranthony-dominguez/19249/,phillies, PHI,RP,R
Brad Hand,https://www.fangraphs.com/players/brad-hand/9111/,phillies, PHI,RP,L
Corey Knebel,https://www.fangraphs.com/players/corey-knebel/15010/,phillies, PHI,RP,R
José Alvarado,https://www.fangraphs.com/players/jose-alvarado/17780/,phillies, PHI,RP,L
Andrew Bellatti,https://www.fangraphs.com/players/andrew-bellatti/10657/,phillies, PHI,RP,R
Nick Nelson,https://www.fangraphs.com/players/nick-nelson/20153/,phillies, PHI,RP,R
Jeurys Familia,https://www.fangraphs.com/players/jeurys-familia/5114/,phillies, PHI,RP,R
Cristopher Sánchez,https://www.fangraphs.com/players/cristopher-sanchez/20778/,phillies, PHI,RP,L
Mark Appel,https://www.fangraphs.com/players/mark-appel/14823/,phillies, PHI,RP,R
Jean Segura,https://www.fangraphs.com/players/jean-segura/5933/,phillies, PHI,2B,R
Johan Camargo,https://www.fangraphs.com/players/johan-camargo/14950/,phillies, PHI,INF,S
Nick Maton,https://www.fangraphs.com/players/nick-maton/21635/,phillies, PHI,INF,L
Bryce Harper,https://www.fangraphs.com/players/bryce-harper/11579/,phillies, PHI,OF,L
Zach Eflin,https://www.fangraphs.com/players/zach-eflin/13774/,phillies, PHI,SP,R
James McArthur,https://www.fangraphs.com/players/james-mcarthur/sa3007715/,phillies, PHI,SP,R
Ranger Suárez,https://www.fangraphs.com/players/ranger-suarez/17277/,phillies, PHI,SP,L
Connor Brogdon,https://www.fangraphs.com/players/connor-brogdon/21205/,phillies, PHI,RP,R
Sam Coonrod,https://www.fangraphs.com/players/sam-coonrod/17264/,phillies, PHI,RP,R
Damon Jones,https://www.fangraphs.com/players/damon-jones/23310/,phillies, PHI,RP,L
JoJo Romero,https://www.fangraphs.com/players/jojo-romero/19574/,phillies, PHI,RP,L
Ryan Sherriff,https://www.fangraphs.com/players/ryan-sherriff/12249/,phillies, PHI,RP,L
Ben Gamel,https://www.fangraphs.com/players/ben-gamel/12160/,pirates, PIT,RF,L
Daniel Vogelbach,https://www.fangraphs.com/players/daniel-vogelbach/14130/,pirates, PIT,DH,L
Ke'Bryan Hayes,https://www.fangraphs.com/players/kebryan-hayes/18577/,pirates, PIT,3B,R
Yoshi Tsutsugo,https://www.fangraphs.com/players/yoshi-tsutsugo/27459/,pirates, PIT,1B,L
Oneil Cruz,https://www.fangraphs.com/players/oneil-cruz/21711/,pirates, PIT,SS,L
Kevin Newman,https://www.fangraphs.com/players/kevin-newman/17696/,pirates, PIT,2B,R
Jack Suwinski,https://www.fangraphs.com/players/jack-suwinski/22244/,pirates, PIT,LF,L
Michael Perez,https://www.fangraphs.com/players/michael-perez/12977/,pirates, PIT,C,L
Jake Marisnick,https://www.fangraphs.com/players/jake-marisnick/11339/,pirates, PIT,CF,R
Jason Delay,https://www.fangraphs.com/players/jason-delay/19806/,pirates, PIT,C,R
Michael Chavis,https://www.fangraphs.com/players/michael-chavis/17321/,pirates, PIT,INF,R
Diego Castillo,https://www.fangraphs.com/players/diego-castillo/19906/,pirates, PIT,INF/OF,R
Josh VanMeter,https://www.fangraphs.com/players/josh-vanmeter/15170/,pirates, PIT,INF/OF,L
José Quintana,https://www.fangraphs.com/players/jose-quintana/11423/,pirates, PIT,SP,L
Mitch Keller,https://www.fangraphs.com/players/mitch-keller/17594/,pirates, PIT,SP,R
JT Brubaker,https://www.fangraphs.com/players/jt-brubaker/17578/,pirates, PIT,SP,R
Zach Thompson,https://www.fangraphs.com/players/zach-thompson/16094/,pirates, PIT,SP,R
David Bednar,https://www.fangraphs.com/players/david-bednar/19569/,pirates, PIT,RP,R
Yerry De Los Santos,https://www.fangraphs.com/players/yerry-de-los-santos/21420/,pirates, PIT,RP,R
Wil Crowe,https://www.fangraphs.com/players/wil-crowe/19800/,pirates, PIT,RP,R
Chris Stratton,https://www.fangraphs.com/players/chris-stratton/13761/,pirates, PIT,RP,R
Duane Underwood Jr.,https://www.fangraphs.com/players/duane-underwood-jr/14677/,pirates, PIT,RP,R
Dillon Peters,https://www.fangraphs.com/players/dillon-peters/18790/,pirates, PIT,RP,L
Chase De Jong,https://www.fangraphs.com/players/chase-de-jong/15036/,pirates, PIT,RP,R
Manny Bañuelos,https://www.fangraphs.com/players/manny-banuelos/5365/,pirates, PIT,RP,L
Tyler Beede,https://www.fangraphs.com/players/tyler-beede/16981/,pirates, PIT,RP,R
Roberto Pérez,https://www.fangraphs.com/players/roberto-perez/2900/,pirates, PIT,C,R
Greg Allen,https://www.fangraphs.com/players/greg-allen/16623/,pirates, PIT,OF,S
Bryan Reynolds,https://www.fangraphs.com/players/bryan-reynolds/19326/,pirates, PIT,OF,S
Canaan Smith-Njigba,https://www.fangraphs.com/players/canaan-smith-njigba/23264/,pirates, PIT,OF,L
Max Kranick,https://www.fangraphs.com/players/max-kranick/22175/,pirates, PIT,SP,R
Blake Cederlind,https://www.fangraphs.com/players/blake-cederlind/20344/,pirates, PIT,RP,R
Nick Mears,https://www.fangraphs.com/players/nick-mears/25376/,pirates, PIT,RP,R
Trent Grisham,https://www.fangraphs.com/players/trent-grisham/18564/,padres, SDP,CF,L
Jake Cronenworth,https://www.fangraphs.com/players/jake-cronenworth/18036/,padres, SDP,2B,L
Manny Machado,https://www.fangraphs.com/players/manny-machado/11493/,padres, SDP,3B,R
Nomar Mazara,https://www.fangraphs.com/players/nomar-mazara/14553/,padres, SDP,RF,L
Luke Voit,https://www.fangraphs.com/players/luke-voit/14811/,padres, SDP,DH,R
Eric Hosmer,https://www.fangraphs.com/players/eric-hosmer/3516/,padres, SDP,1B,L
Jorge Alfaro,https://www.fangraphs.com/players/jorge-alfaro/12180/,padres, SDP,C,R
Ha-Seong Kim,https://www.fangraphs.com/players/ha-seong-kim/27506/,padres, SDP,SS,R
Esteury Ruiz,https://www.fangraphs.com/players/esteury-ruiz/21780/,padres, SDP,LF,R
Austin Nola,https://www.fangraphs.com/players/austin-nola/15941/,padres, SDP,C,R
C.J. Abrams,https://www.fangraphs.com/players/cj-abrams/25768/,padres, SDP,INF,L
Matthew Batten,https://www.fangraphs.com/players/matt-batten/20157/,padres, SDP,INF/OF,R
José Azocar,https://www.fangraphs.com/players/jose-azocar/18821/,padres, SDP,OF,R
Joe Musgrove,https://www.fangraphs.com/players/joe-musgrove/12970/,padres, SDP,SP,R
Blake Snell,https://www.fangraphs.com/players/blake-snell/13543/,padres, SDP,SP,L
Yu Darvish,https://www.fangraphs.com/players/yu-darvish/13074/,padres, SDP,SP,R
Sean Manaea,https://www.fangraphs.com/players/sean-manaea/15873/,padres, SDP,SP,L
Mike Clevinger,https://www.fangraphs.com/players/mike-clevinger/12808/,padres, SDP,SP,R
Taylor Rogers,https://www.fangraphs.com/players/taylor-rogers/13449/,padres, SDP,RP,L
Luis García,https://www.fangraphs.com/players/luis-garcia/6984/,padres, SDP,RP,R
Nabil Crismatt,https://www.fangraphs.com/players/nabil-crismatt/17732/,padres, SDP,RP,R
Adrian Morejon,https://www.fangraphs.com/players/adrian-morejon/20039/,padres, SDP,RP,L
Tim Hill,https://www.fangraphs.com/players/tim-hill/16814/,padres, SDP,RP,L
Tayler Scott,https://www.fangraphs.com/players/tayler-scott/13652/,padres, SDP,RP,R
MacKenzie Gore,https://www.fangraphs.com/players/mackenzie-gore/22201/,padres, SDP,RP,L
Nick Martinez,https://www.fangraphs.com/players/nick-martinez/12730/,padres, SDP,RP,R
Fernando Tatis Jr.,https://www.fangraphs.com/players/fernando-tatis-jr/19709/,padres, SDP,SS,R
Matt Beaty,https://www.fangraphs.com/players/matt-beaty/17710/,padres, SDP,OF/1B,L
Wil Myers,https://www.fangraphs.com/players/wil-myers/10047/,padres, SDP,OF,R
Jurickson Profar,https://www.fangraphs.com/players/jurickson-profar/10815/,padres, SDP,OF,S
Austin Adams,https://www.fangraphs.com/players/austin-adams/13801/,padres, SDP,RP,R
Pierce Johnson,https://www.fangraphs.com/players/pierce-johnson/13435/,padres, SDP,RP,R
Drew Pomeranz,https://www.fangraphs.com/players/drew-pomeranz/11426/,padres, SDP,RP,L
Craig Stammen,https://www.fangraphs.com/players/craig-stammen/7274/,padres, SDP,RP,R
Robert Suarez,https://www.fangraphs.com/players/robert-suarez/30115/,padres, SDP,RP,R
Steven Wilson,https://www.fangraphs.com/players/steven-wilson/20353/,padres, SDP,RP,R
LaMonte Wade Jr.,https://www.fangraphs.com/players/lamonte-wade-jr/18126/,giants, SFG,RF,L
Joc Pederson,https://www.fangraphs.com/players/joc-pederson/11899/,giants, SFG,LF,L
Wilmer Flores,https://www.fangraphs.com/players/wilmer-flores/5827/,giants, SFG,2B,R
Brandon Belt,https://www.fangraphs.com/players/brandon-belt/10264/,giants, SFG,1B,L
Luis González,https://www.fangraphs.com/players/luis-gonzalez/20332/,giants, SFG,DH,L
David Villar,https://www.fangraphs.com/players/david-villar/24782/,giants, SFG,3B,R
Mike Yastrzemski,https://www.fangraphs.com/players/mike-yastrzemski/14854/,giants, SFG,CF,L
Brandon Crawford,https://www.fangraphs.com/players/brandon-crawford/5343/,giants, SFG,SS,L
Joey Bart,https://www.fangraphs.com/players/joey-bart/21524/,giants, SFG,C,R
Yermín Mercedes,https://www.fangraphs.com/players/yermin-mercedes/17423/,giants, SFG,C/1B,R
Austin Wynns,https://www.fangraphs.com/players/austin-wynns/15271/,giants, SFG,C/1B,R
Darin Ruf,https://www.fangraphs.com/players/darin-ruf/9929/,giants, SFG,1B/OF,R
Thairo Estrada,https://www.fangraphs.com/players/thairo-estrada/16426/,giants, SFG,INF/OF,R
Austin Slater,https://www.fangraphs.com/players/austin-slater/16153/,giants, SFG,OF,R
Logan Webb,https://www.fangraphs.com/players/logan-webb/17995/,giants, SFG,SP,R
Carlos Rodón,https://www.fangraphs.com/players/carlos-rodon/16137/,giants, SFG,SP,L
Alex Wood,https://www.fangraphs.com/players/alex-wood/13781/,giants, SFG,SP,L
Alex Cobb,https://www.fangraphs.com/players/alex-cobb/6562/,giants, SFG,SP,R
Camilo Doval,https://www.fangraphs.com/players/camilo-doval/21992/,giants, SFG,RP,R
Dominic Leone,https://www.fangraphs.com/players/dominic-leone/13763/,giants, SFG,RP,R
Tyler Rogers,https://www.fangraphs.com/players/tyler-rogers/15541/,giants, SFG,RP,R
John Brebbia,https://www.fangraphs.com/players/john-brebbia/12777/,giants, SFG,RP,R
Jarlín García,https://www.fangraphs.com/players/jarlin-garcia/18282/,giants, SFG,RP,L
Mauricio Llovera,https://www.fangraphs.com/players/mauricio-llovera/20080/,giants, SFG,RP,R
Yunior Marte,https://www.fangraphs.com/players/yunior-marte/14416/,giants, SFG,RP,R
Sam Long,https://www.fangraphs.com/players/sammy-long/25379/,giants, SFG,RP,L
Curt Casali,https://www.fangraphs.com/players/curt-casali/12510/,giants, SFG,C,R
Evan Longoria,https://www.fangraphs.com/players/evan-longoria/9368/,giants, SFG,3B,R
Colton Welker,https://www.fangraphs.com/players/colton-welker/19961/,giants, SFG,3B,R
Tommy La Stella,https://www.fangraphs.com/players/tommy-la-stella/12371/,giants, SFG,INF,L
Matthew Boyd,https://www.fangraphs.com/players/matthew-boyd/15440/,giants, SFG,SP,L
Anthony DeSclafani,https://www.fangraphs.com/players/anthony-desclafani/13050/,giants, SFG,SP,R
Jakob Junis,https://www.fangraphs.com/players/jakob-junis/13619/,giants, SFG,SP,R
Sam Delaplane,https://www.fangraphs.com/players/samuel-delaplane/sa3004222/,giants, SFG,RP,R
José Álvarez,https://www.fangraphs.com/players/jose-alvarez/5358/,giants, SFG,RP,L
Zack Littell,https://www.fangraphs.com/players/zack-littell/15823/,giants, SFG,RP,R
Tommy Edman,https://www.fangraphs.com/players/tommy-edman/19470/,cardinals, STL,SS,S
Dylan Carlson,https://www.fangraphs.com/players/dylan-carlson/20126/,cardinals, STL,CF,S
Paul Goldschmidt,https://www.fangraphs.com/players/paul-goldschmidt/9218/,cardinals, STL,1B,R
Nolan Arenado,https://www.fangraphs.com/players/nolan-arenado/9777/,cardinals, STL,3B,R
Nolan Gorman,https://www.fangraphs.com/players/nolan-gorman/22263/,cardinals, STL,2B,L
Tyler O'Neill,https://www.fangraphs.com/players/tyler-oneill/15711/,cardinals, STL,LF,R
Brendan Donovan,https://www.fangraphs.com/players/brendan-donovan/24679/,cardinals, STL,RF,L
Juan Yepez,https://www.fangraphs.com/players/juan-yepez/18400/,cardinals, STL,DH,R
Andrew Knizner,https://www.fangraphs.com/players/andrew-knizner/19514/,cardinals, STL,C,R
Austin Romine,https://www.fangraphs.com/players/austin-romine/5491/,cardinals, STL,C,R
Albert Pujols,https://www.fangraphs.com/players/albert-pujols/1177/,cardinals, STL,1B,R
Edmundo Sosa,https://www.fangraphs.com/players/edmundo-sosa/17022/,cardinals, STL,INF,R
Corey Dickerson,https://www.fangraphs.com/players/corey-dickerson/10762/,cardinals, STL,OF,L
Adam Wainwright,https://www.fangraphs.com/players/adam-wainwright/2233/,cardinals, STL,SP,R
Dakota Hudson,https://www.fangraphs.com/players/dakota-hudson/19206/,cardinals, STL,SP,R
Andre Pallante,https://www.fangraphs.com/players/neil-pallante/26108/,cardinals, STL,SP,R
Miles Mikolas,https://www.fangraphs.com/players/miles-mikolas/9803/,cardinals, STL,SP,R
Ryan Helsley,https://www.fangraphs.com/players/ryan-helsley/18138/,cardinals, STL,RP,R
Giovanny Gallegos,https://www.fangraphs.com/players/giovanny-gallegos/14986/,cardinals, STL,RP,R
Génesis Cabrera,https://www.fangraphs.com/players/genesis-cabrera/17490/,cardinals, STL,RP,L
Jordan Hicks,https://www.fangraphs.com/players/jordan-hicks/19618/,cardinals, STL,RP,R
Junior Fernández,https://www.fangraphs.com/players/junior-fernandez/18496/,cardinals, STL,RP,R
Johan Oviedo,https://www.fangraphs.com/players/johan-oviedo/22487/,cardinals, STL,RP,R
T.J. McFarland,https://www.fangraphs.com/players/tj-mcfarland/3237/,cardinals, STL,RP,L
Packy Naughton,https://www.fangraphs.com/players/packy-naughton/23292/,cardinals, STL,RP,L
Drew VerHagen,https://www.fangraphs.com/players/drew-verhagen/13424/,cardinals, STL,RP,R
Yadier Molina,https://www.fangraphs.com/players/yadier-molina/7007/,cardinals, STL,C,R
Harrison Bader,https://www.fangraphs.com/players/harrison-bader/18030/,cardinals, STL,OF,R
Jack Flaherty,https://www.fangraphs.com/players/jack-flaherty/17479/,cardinals, STL,SP,R
Steven Matz,https://www.fangraphs.com/players/steven-matz/13361/,cardinals, STL,SP,L
Alex Reyes,https://www.fangraphs.com/players/alex-reyes/15015/,cardinals, STL,RP,R
Luis García,https://www.fangraphs.com/players/luis-garcia/20391/,nationals, WSN,SS,L
Josh Bell,https://www.fangraphs.com/players/josh-bell/13145/,nationals, WSN,1B,S
Juan Soto,https://www.fangraphs.com/players/juan-soto/20123/,nationals, WSN,RF,L
Nelson Cruz,https://www.fangraphs.com/players/nelson-cruz/2434/,nationals, WSN,DH,R
Yadiel Hernandez,https://www.fangraphs.com/players/yadiel-hernandez/19334/,nationals, WSN,LF,L
Keibert Ruiz,https://www.fangraphs.com/players/keibert-ruiz/19610/,nationals, WSN,C,S
César Hernández,https://www.fangraphs.com/players/cesar-hernandez/10556/,nationals, WSN,2B,S
Maikel Franco,https://www.fangraphs.com/players/maikel-franco/12179/,nationals, WSN,3B,R
Lane Thomas,https://www.fangraphs.com/players/lane-thomas/16939/,nationals, WSN,CF,R
Tres Barrera,https://www.fangraphs.com/players/tres-barrera/19977/,nationals, WSN,C,R
Alcides Escobar,https://www.fangraphs.com/players/alcides-escobar/6310/,nationals, WSN,INF,R
Ehire Adrianza,https://www.fangraphs.com/players/ehire-adrianza/8418/,nationals, WSN,INF/OF,S
Victor Robles,https://www.fangraphs.com/players/victor-robles/18363/,nationals, WSN,OF,R
Josiah Gray,https://www.fangraphs.com/players/josiah-gray/24580/,nationals, WSN,SP,R
Erick Fedde,https://www.fangraphs.com/players/erick-fedde/17425/,nationals, WSN,SP,R
Aníbal Sánchez,https://www.fangraphs.com/players/anibal-sanchez/3284/,nationals, WSN,SP,R
Patrick Corbin,https://www.fangraphs.com/players/patrick-corbin/9323/,nationals, WSN,SP,L
Paolo Espino,https://www.fangraphs.com/players/paolo-espino/8246/,nationals, WSN,SP,R
Kyle Finnegan,https://www.fangraphs.com/players/kyle-finnegan/15009/,nationals, WSN,RP,R
Carl Edwards Jr.,https://www.fangraphs.com/players/carl-edwards-jr/13607/,nationals, WSN,RP,R
Steve Cishek,https://www.fangraphs.com/players/steve-cishek/6483/,nationals, WSN,RP,R
Andres Machado,https://www.fangraphs.com/players/andres-machado/14681/,nationals, WSN,RP,R
Jordan Weems,https://www.fangraphs.com/players/jordan-weems/13190/,nationals, WSN,RP,R
Hunter Harvey,https://www.fangraphs.com/players/hunter-harvey/15507/,nationals, WSN,RP,R
Tyler Clippard,https://www.fangraphs.com/players/tyler-clippard/5640/,nationals, WSN,RP,R
Erasmo Ramírez,https://www.fangraphs.com/players/erasmo-ramirez/10314/,nationals, WSN,RP,R
Carter Kieboom,https://www.fangraphs.com/players/carter-kieboom/19958/,nationals, WSN,3B,R
Seth Romero,https://www.fangraphs.com/players/seth-romero/21333/,nationals, WSN,SP,L
Joe Ross,https://www.fangraphs.com/players/joe-ross/12972/,nationals, WSN,SP,R
Stephen Strasburg,https://www.fangraphs.com/players/stephen-strasburg/10131/,nationals, WSN,SP,R
Jackson Tetreault,https://www.fangraphs.com/players/jackson-tetreault/20565/,nationals, WSN,SP,R
Víctor Arano,https://www.fangraphs.com/players/victor-arano/15915/,nationals, WSN,RP,R
Sean Doolittle,https://www.fangraphs.com/players/sean-doolittle/1581/,nationals, WSN,RP,L
Reed Garrett,https://www.fangraphs.com/players/reed-garrett/16866/,nationals, WSN,RP,R
Will Harris,https://www.fangraphs.com/players/will-harris/3192/,nationals, WSN,RP,R
Evan Lee,https://www.fangraphs.com/players/evan-lee/24988/,nationals, WSN,RP,L
Tanner Rainey,https://www.fangraphs.com/players/tanner-rainey/17610/,nationals, WSN,RP,R
Josh Rogers,https://www.fangraphs.com/players/josh-rogers/18510/,nationals, WSN,RP,L
